Message Name,mToken,Field Number (fNum),Field Name (name),Field Type (fType),Enum Set (eSet),Field Description (desc),Data Products
GlobalRiskControl,ClientControl,114,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",Environment this record was last updated in,
GlobalRiskControl,ClientControl,115,timestamp,DateTime,,Timestamp of this record,
MarRiskControl,ClientControl,12,riskFirm,String,,"If exists, a client firm imposing risk controls (should be an existing SR client ID)",
MarRiskControl,ClientControl,11,riskGroup,String,,The ID of the risk group these rules will apply to,
MarRiskControl,ClientControl,14,isTestAccnt,Enum,"None,Yes,No","If Yes, this control applies only to risk for test accounts",
MarRiskControl,ClientControl,158,stkEnabled,Enum,"None,Enable,Disabled,CloseOnly",Enabled or not for equities (None=disabled),
MarRiskControl,ClientControl,159,futEnabled,Enum,"None,Enable,Disabled,CloseOnly",Enabled or not for futures (None=disabled),
MarRiskControl,ClientControl,160,optEnabled,Enum,"None,Enable,Disabled,CloseOnly",Enabled or not for options (None=disabled),
MarRiskControl,ClientControl,161,marginLimitAcc,Float,,Maximum net (per symbol) total portfolio (start-of-day positions + day trades) margin (can include external sources),
MarRiskControl,ClientControl,162,marginLimitDay,Float,,Maximum net (per symbol/day) day portfolio (day trades only) margin (can include external sources),
MarRiskControl,ClientControl,163,openExposureLimit,Float,,Maximum abs open child order $Delta (no netting) (open child orders only),
MarRiskControl,ClientControl,176,maxAccFutCnAbs,Int,,Maximum absolute (net) account future contracts,
MarRiskControl,ClientControl,177,maxDayFutCnBot,Int,,Day future contracts bot,
MarRiskControl,ClientControl,178,maxDayFutCnSld,Int,,Day future contracts sld,
MarRiskControl,ClientControl,179,maxDayFutCnAbs,Int,,Maximum absolute (net) day future contracts,
MarRiskControl,ClientControl,165,orderMaxStkQty,Int,,Number of equity shares that can be bought or sold by a single parent order,
MarRiskControl,ClientControl,166,orderMaxFutQty,Int,,Number of futures contracts that can be bought or sold by a single parent order,
MarRiskControl,ClientControl,167,orderMaxOptQty,Int,,Number of option contracts that can be bought or sold by a single parent order,
MarRiskControl,ClientControl,168,orderMaxStkDDelta,Float,,Maximum (abs) mny per stock parent order; ddelta = 0.01 * shares * pointValue * midPrc,
MarRiskControl,ClientControl,169,orderMaxFutDDelta,Float,,Maximum (abs) mny per future parent order; ddelta = 0.01 * contracts * pointValue * midPrc,
MarRiskControl,ClientControl,170,orderMaxOptDDelta,Float,,Maximum (abs) mny per option parent order; ddelta = 0.01 * contracts * pointValue * ABS(de) * uMidPrc,
MarRiskControl,ClientControl,171,stkCollarPct,Float,,Maximum user limit vs bid/ask price control - percentage as a number between 0 and 1 in decimals,
MarRiskControl,ClientControl,172,futCollarPct,Float,,Maximum user limit vs bid/ask price control - percentage as a number between 0 and 1 in decimals,
MarRiskControl,ClientControl,173,optCollarPct,Float,,Maximum user limit vs bid/ask price control - percentage as a number between 0 and 1 in decimals,
MarRiskControl,ClientControl,174,allowStkOddLots,Enum,"None,Yes,No",Allow parent stock orders with an order size below 100,
MarRiskControl,ClientControl,109,allowLimitOnClose,Enum,"None,Yes,No","Allow limit on close orders - similar to MOC order, with the addition of a price limit",
MarRiskControl,ClientControl,106,allowMarketOnClose,Enum,"None,Yes,No",Allow market on close orders - special order type which is executed as close to the close of trading as possible,
MarRiskControl,ClientControl,112,allowShortSaleExempt,Enum,"None,Yes,No","Allow short sale option orders to be marked exempt, as per Rule 201",
MarRiskControl,ClientControl,115,allowInterMarketSweep,Enum,"None,Yes,No",Allow intermarket sweep orders,
MarRiskControl,ClientControl,175,blockShortSales,Enum,"None,Yes,No",Block all short sales,
MarRiskControl,ClientControl,151,modifiedBy,String,,User that last modified this record,
MarRiskControl,ClientControl,154,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",Environment this record was last updated in,
MarRiskControl,ClientControl,157,timestamp,DateTime,,Timestamp of this record,
MarRiskControlTkOverride,ClientControl,10,riskFirm,String,,,
MarRiskControlTkOverride,ClientControl,11,riskGroup,String,,,
MarRiskControlTkOverride,ClientControl,12,ticker,TickerKey,,,
MarRiskControlTkOverride,ClientControl,13,isTestAccnt,Enum,"None,Yes,No","if Yes, this control applies only to risk from test accnts",
MarRiskControlTkOverride,ClientControl,100,stkEnabled,Enum,"None,Enable,Disabled,CloseOnly",,
MarRiskControlTkOverride,ClientControl,101,futEnabled,Enum,"None,Enable,Disabled,CloseOnly",,
MarRiskControlTkOverride,ClientControl,102,optEnabled,Enum,"None,Enable,Disabled,CloseOnly",,
MarRiskControlTkOverride,ClientControl,103,blockShortSales,Enum,"None,Yes,No",block all short sales,
MarRiskControlTkOverride,ClientControl,104,orderMaxStkQty,Int,,number of equity shares that can be bought or sold by a single parent order,
MarRiskControlTkOverride,ClientControl,105,orderMaxFutQty,Int,,number of futures contracts that can be bought or sold by a single parent order,
MarRiskControlTkOverride,ClientControl,106,orderMaxOptQty,Int,,number of option contracts that can be bought or sold by a single parent order,
MarRiskControlTkOverride,ClientControl,107,orderMaxStkDDelta,Float,,maximum (abs) mny per stock parent order; ddelta = 0.01 * shares * pointValue * midPrc,
MarRiskControlTkOverride,ClientControl,108,orderMaxFutDDelta,Float,,maximum (abs) mny per future parent order; ddelta = 0.01 * contracts * pointValue * midPrc,
MarRiskControlTkOverride,ClientControl,109,orderMaxOptDDelta,Float,,maximum (abs) mny per option parent order; ddelta = 0.01 * contracts * pointValue * ABS(de) * uMidPrc,
MarRiskControlTkOverride,ClientControl,110,stkCollarPct,Float,,maximum user limit vs bid/ask price control,
MarRiskControlTkOverride,ClientControl,111,futCollarPct,Float,,maximum user limit vs bid/ask price control,
MarRiskControlTkOverride,ClientControl,112,optCollarPct,Float,,maximum user limit vs bid/ask price control,
MarRiskControlTkOverride,ClientControl,113,maxAccFutCnAbs,Int,,max absolute (net) accnt future contracts,
MarRiskControlTkOverride,ClientControl,114,maxDayFutCnBot,Int,,day future contracts bot,
MarRiskControlTkOverride,ClientControl,115,maxDayFutCnSld,Int,,day future contracts sld,
MarRiskControlTkOverride,ClientControl,116,maxDayFutCnAbs,Int,,max absolute (net) day future contracts,
MarRiskControlTkOverride,ClientControl,117,modifiedBy,String,,,
MarRiskControlTkOverride,ClientControl,118,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
MarRiskControlTkOverride,ClientControl,119,timestamp,DateTime,,,
SpdrRiskControl,ClientControl,12,ticker,TickerKey,,'*-ANY-ANY' default (if a more precise ticker control does not exist),
SpdrRiskControl,ClientControl,13,riskControlKey,String,,must be an SRClientAccnt if riskControlLevel=Accnt; must be an SRUser if riskControlLevel=User; ignored if riskControlLevel=ClientFirm,
SpdrRiskControl,ClientControl,14,riskControlLevel,Enum,"None,ClientFirm,Accnt,User",,
SpdrRiskControl,ClientControl,15,riskFirm,String,,,
SpdrRiskControl,ClientControl,16,isTestAccnt,Enum,"None,Yes,No","if Yes, this control applies only to risk from test accnts",
SpdrRiskControl,ClientControl,197,stkEnabled,Enum,"None,Enable,Disabled,CloseOnly",,
SpdrRiskControl,ClientControl,198,futEnabled,Enum,"None,Enable,Disabled,CloseOnly",,
SpdrRiskControl,ClientControl,199,optEnabled,Enum,"None,Enable,Disabled,CloseOnly",,
SpdrRiskControl,ClientControl,200,marginLimitDay,Float,,maximum net (per symbol/day) day portfolio (day trades only) margin (can include external sources),
SpdrRiskControl,ClientControl,201,openExposureLimit,Float,,maximum abs open child order $Delta (no netting) (open child orders only),
SpdrRiskControl,ClientControl,127,maxDayDDeltaLn,Float,,open long $Delta per trading session,
SpdrRiskControl,ClientControl,130,maxDayDDeltaSh,Float,,open short $Delta per trading session,
SpdrRiskControl,ClientControl,133,maxDayDDeltaAbs,Float,,"absolute $Delta, |ddBot| + |ddSld| position per trading session",
SpdrRiskControl,ClientControl,145,maxDayWtVegaLn,Float,,open long WtVega per trading session,
SpdrRiskControl,ClientControl,148,maxDayWtVegaSh,Float,,open short WtVega per trading session,
SpdrRiskControl,ClientControl,151,maxDayWtVegaAbs,Float,,"open absolute WtVega, |WtVeBot| + |WtVeSld| per trading session",
SpdrRiskControl,ClientControl,202,maxDayNValueLn,Float,,open long notional value per trading session,
SpdrRiskControl,ClientControl,203,maxDayNValueSh,Float,,open short notional value per trading session,
SpdrRiskControl,ClientControl,204,maxDayNValueAbs,Float,,"absolute notional value, |NValueBot| + |NValueSld| per trading session",
SpdrRiskControl,ClientControl,172,modifiedBy,String,,,
SpdrRiskControl,ClientControl,175,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
SpdrRiskControl,ClientControl,178,timestamp,DateTime,,,
SpdrRiskGroupControl,ClientTrading,10,riskGroupId,Long,,,
SpdrRiskGroupControl,ClientTrading,11,accnt,String,,,
SpdrRiskGroupControl,ClientTrading,12,riskFirm,String,,SR client firm,
SpdrRiskGroupControl,ClientTrading,100,sysEnvironment,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current","original (source) sys environment [Stable, Current, etc]",
SpdrRiskGroupControl,ClientTrading,101,runStatus,Enum,"None,Prod,Beta,UAT,SysTest","original (source) run status [Prod,Beta]",
SpdrRiskGroupControl,ClientTrading,102,isDisabled,Enum,"None,Yes,No",will disable all trading in this risk group (parent orders will cancel existing child orders and suspend new child orders),
SpdrRiskGroupControl,ClientTrading,103,expDayWtVegaOffset,Float,,max acct+symbol day wtVega offset (target),
SpdrRiskGroupControl,ClientTrading,104,maxExpDayWtVegaLn,Float,,max accnt+expiration day (time weighted) vega long (positive number;-1=no limit);risk limit = max limit - (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,105,maxExpDayWtVegaSh,Float,,max accnt+expiration day (time weighted) vega short (positive number;-1=no limit);risk limit = max limit + (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,106,maxExpDayRMetric6Ln,Float,,max acct+expiration day rMetric6 long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,107,maxExpDayRMetric6Sh,Float,,max acct+expiration day rMetric6 short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,108,symDayDDeltaOffset,Float,,max acct+symbol day $delta offset (target),
SpdrRiskGroupControl,ClientTrading,109,maxSymDayDDeltaLn,Float,,max acct+symbol day $delta long (positive number;-1=no limit);risk limit = max limit - (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,110,maxSymDayDDeltaSh,Float,,max acct+symbol day $delta short (positive number;-1=no limit);risk limit = max limit + (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,111,symDayVegaOffset,Float,,max acct+symbol day vega offset (target),
SpdrRiskGroupControl,ClientTrading,112,maxSymDayVegaLn,Float,,max acct+symbol day vega long (positive number;-1=no limit);risk limit = max limit - (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,113,maxSymDayVegaSh,Float,,max acct+symbol day vega short (positive number;-1=no limit);risk limit = max limit + (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,114,symDayWtVegaOffset,Float,,max acct+symbol day wtVega offset (target),
SpdrRiskGroupControl,ClientTrading,115,maxSymDayWtVegaLn,Float,,max acct+symbol day (time weighted) vega long (positive number;-1=no limit);risk limit = max limit - (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,116,maxSymDayWtVegaSh,Float,,max acct+symbol day (time weighted) vega short (positive number;-1=no limit);risk limit = max limit + (current net counter - offset),
SpdrRiskGroupControl,ClientTrading,117,maxSymDayRMetric7Ln,Float,,max acct+symbol day rMetric7 long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,118,maxSymDayRMetric7Sh,Float,,max acct+symbol day rMetric7 short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,119,maxGrpDayContractsLn,Int,,max acct+riskGroup day opt contracts long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,120,maxGrpDayContractsSh,Int,,max acct+riskGroup day opt contracts short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,121,maxGrpDayContractsAbs,Int,,max acct+riskGroup day opt contracts abs (positive number;-1=no limit);risk limit = max limit - abs(current net counter),
SpdrRiskGroupControl,ClientTrading,122,maxGrpDayDDeltaLn,Float,,max acct+riskGroup day $delta long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,123,maxGrpDayDDeltaSh,Float,,max acct+riskGroup day $delta short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,124,maxGrpDayVegaLn,Float,,max acct+riskGroup day vega long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,125,maxGrpDayVegaSh,Float,,max acct+riskGroup day vega short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,126,maxGrpDayVegaAbs,Float,,max acct+riskGroup day vega abs (positive number;-1=no limit);risk limit = max limit - abs(current net counter),
SpdrRiskGroupControl,ClientTrading,127,grpDayVegaRatio,Float,,target bot / sld ratio (eg ratio=2.0 means that neutral is bot vega = 2x sld vega),
SpdrRiskGroupControl,ClientTrading,128,maxGrpDayRMetric1Ln,Float,,max acct+riskGroup day rMetric1 long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,129,maxGrpDayRMetric1Sh,Float,,max acct+riskGroup day rMetric1 short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,130,maxGrpDayRMetric1Abs,Float,,max acct+riskGroup day rMetric1 abs (positive number;-1=no limit);risk limit = max limit - abs(current net counter),
SpdrRiskGroupControl,ClientTrading,131,grpDayRMetric1Ratio,Float,,target bot / sld ratio (eg ratio=0.5 means that neutral is bot rMetric1 = 0.5x sld rMetric1),
SpdrRiskGroupControl,ClientTrading,132,maxGrpDayRMetric2Ln,Float,,max acct+riskGroup day rMetric2 long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,133,maxGrpDayRMetric2Sh,Float,,max acct+riskGroup day rMetric2 short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,134,maxGrpDayRMetric3Ln,Float,,max acct+riskGroup day rMetric3 long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,135,maxGrpDayRMetric3Sh,Float,,max acct+riskGroup day rMetric3 short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,136,maxGrpDayRMetric4Ln,Float,,max acct+riskGroup day rMetric4 long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,137,maxGrpDayRMetric4Sh,Float,,max acct+riskGroup day rMetric4 short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,138,maxGrpDayRMetric5Ln,Float,,max acct+riskGroup day rMetric5 long (positive number;-1=no limit);risk limit = max limit - current net counter,
SpdrRiskGroupControl,ClientTrading,139,maxGrpDayRMetric5Sh,Float,,max acct+riskGroup day rMetric5 short (positive number;-1=no limit);risk limit = max limit + current net counter,
SpdrRiskGroupControl,ClientTrading,140,accEmaCxlDDeltaLn,Float,,max acct 60s EMA $delta long (positive number; <= 0 is no limit) [will immediately cxl all option orders in a symbol if any order in the symbol breaches],
SpdrRiskGroupControl,ClientTrading,141,accEmaCxlDDeltaSh,Float,,max acct 60s EMA $delta short (positive number; <= 0 is no limit),
SpdrRiskGroupControl,ClientTrading,142,accEmaCxlWtVegaLn,Float,,max acct 60s EMA wtVega long (positive number; <= 0 is no limit) [will immediately cxl all option orders in a symbol if any order in the symbol breaches],
SpdrRiskGroupControl,ClientTrading,143,accEmaCxlWtVegaSh,Float,,max acct 60s EMA wtVega short (positive number; <= 0 is no limit),
SpdrRiskGroupControl,ClientTrading,144,symEmaCxlDDeltaLn,Float,,max acct+symbol 60s EMA $delta long (positive number; <= 0 is no limit) [will immediately cxl all option orders in a symbol if any order in the symbol breaches],
SpdrRiskGroupControl,ClientTrading,145,symEmaCxlDDeltaSh,Float,,max acct+symbol 60s EMA $delta short (positive number; <= 0 is no limit),
SpdrRiskGroupControl,ClientTrading,146,symEmaCxlWtVegaLn,Float,,max acct+symbol 60s EMA wtVega long (positive number; <= 0 is no limit) [will immediately cxl all option orders in a symbol if any order in the symbol breaches],
SpdrRiskGroupControl,ClientTrading,147,symEmaCxlWtVegaSh,Float,,max acct+symbol 60s EMA wtVega short (positive number; <= 0 is no limit),
SpdrRiskGroupControl,ClientTrading,148,modifiedBy,String,,,
SpdrRiskGroupControl,ClientTrading,149,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
SpdrRiskGroupControl,ClientTrading,150,timestamp,DateTime,,,
RiskGroupCounter,ClientTrading,13,riskGroupId,Long,,,
RiskGroupCounter,ClientTrading,11,accnt,String,,,
RiskGroupCounter,ClientTrading,12,riskFirm,String,,,
RiskGroupCounter,ClientTrading,100,sysRealm,Enum,"None,SysTest,NMS,CME,FR2,LD4,DR",,
RiskGroupCounter,ClientTrading,101,sysEnvironment,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current","original (source) sys environment [Stable, Current, etc]",
RiskGroupCounter,ClientTrading,102,riskEngine,String,,EE engine name,
RiskGroupCounter,ClientTrading,103,changeReason,Enum,"None,ChildOrder,RiskExec,SymRotate,ExpRotate,AccMargin,FutRisk",,
RiskGroupCounter,ClientTrading,104,optQtyBotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,105,optQtySldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,106,ddBotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,107,ddSldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,108,veBotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,109,veSldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,110,wtVeBotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,111,wtVeSldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,112,nvBotIocFilled,Float,,fills + IOC leaves (notional value),
RiskGroupCounter,ClientTrading,113,nvSldIocFilled,Float,,fills + IOC leaves (notional value),
RiskGroupCounter,ClientTrading,114,rm1BotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,115,rm1SldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,116,rm2BotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,117,rm2SldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,118,rm3BotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,119,rm3SldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,120,rm4BotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,121,rm4SldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,122,rm5BotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,123,rm5SldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,124,rm6BotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,125,rm6SldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,126,rm7BotIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,127,rm7SldIocFilled,Float,,fills + IOC leaves,
RiskGroupCounter,ClientTrading,128,counter,Int,,,
RiskGroupCounter,ClientTrading,129,timestamp,DateTime,,,
SpdrRiskCounter,ClientControl,10,ticker,TickerKey,,'*-ANY-ANY' represents the entire control group,
SpdrRiskCounter,ClientControl,11,riskControlKey,String,,must be an SRClientAccnt if riskControlLevel=Accnt; must be an SRUser if riskControlLevel=User; ignored if riskControlLevel=ClientFirm,
SpdrRiskCounter,ClientControl,12,riskControlLevel,Enum,"None,ClientFirm,Accnt,User",,
SpdrRiskCounter,ClientControl,13,riskFirm,String,,,
SpdrRiskCounter,ClientControl,14,isTestAccnt,Enum,"None,Yes,No",,
SpdrRiskCounter,ClientControl,100,sysRealm,Enum,"None,SysTest,NMS,CME,FR2,LD4,DR",,
SpdrRiskCounter,ClientControl,101,sysEnvironment,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current","original (source) sys environment [Stable, Current, etc]",
